HGNC_ID	Gene	Ensemble_ID	Entrez_ID	OMIM_ID	Inheritance	Phenotype(s)
NA	SYNE1	ENSG00000131018	23345	608441	AR	PME
NA	SYNGAP1	ENSG00000197283	8831	603384	AD	DEE
NA	SYNJ1	ENSG00000159082	8867	604297	AR	DEE
NA	SYT1	ENSG00000067715	6857	185605	AD	DEE
NA	SZT2	ENSG00000198198	23334	615463	AR	DEE
NA	TAF1C	ENSG00000103168	9013	604905	AR	DEE
NA	TAF8	ENSG00000137413	129685	609514	AR	DEE
NA	TANC2	ENSG00000170921	26115	615047	AD	DEE
NA	TANGO2	ENSG00000183597	128989	616830	AR	DEE
NA	TAOK1	ENSG00000160551	57551	610266	AD	DEE
NA	TARS2	ENSG00000143374	80222	612805	AR	DEE
NA	TBC1D20	ENSG00000125875	128637	611663	AR	DEE, MCD
NA	TBC1D24	ENSG00000162065	57465	613577	AR	Focal, DEE, PME
NA	TBC1D2B	ENSG00000167202	23102	619152	AR	DEE
NA	TBC1D7	ENSG00000145979	51256	612655	AR	DEE, MCD
NA	TBCD	ENSG00000141556	6904	604649	AR	DEE
NA	TBCK	ENSG00000145348	93627	616899	AR	DEE
NA	TBL1XR1	ENSG00000177565	79718	608628	AD	DEE
NA	TBX19	ENSG00000143178	9095	604614	AR	DEE
NA	TCEAL1	ENSG00000172465	9338	300237	XL	DEE
NA	TCF4	ENSG00000196628	6925	602272	AD	DEE
NA	TDP2	ENSG00000111802	51567	605764	AR	DEE
NA	TELO2	ENSG00000100726	9894	611140	AR	DEE, MCD
NA	TET3	ENSG00000187605	200424	613555	AD/AR	DEE
NA	TFE3	ENSG00000068323	7030	314310	XL	DEE
NA	TGIF1	ENSG00000177426	7050	602630	AD	DEE, MCD
NA	THG1L	ENSG00000113272	54974	618802	AR	DEE
NA	THOC2	ENSG00000125676	57187	300395	XL	DEE
NA	TIAM1	ENSG00000156299	7074	600687	AR	DEE
NA	TIMM50	ENSG00000105197	92609	607381	AR	DEE
NA	TK2	ENSG00000166548	7084	188250	AR	DEE
NA	TLK2	ENSG00000146872	11011	608439	AD	DEE
NA	TMEM106B	ENSG00000106460	54664	613413	AD	DEE, MCD
NA	TMEM222	ENSG00000186501	84065	619469	AR	DEE
NA	TMEM63B	ENSG00000137216	55362	619952	AD	DEE
NA	TMEM70	ENSG00000175606	54968	612418	AR	DEE
NA	TMTC3	ENSG00000139324	160418	617218	AR	DEE, MCD
NA	TMX2	ENSG00000213593	51075	616715	AR	DEE, MCD
NA	TNK2	ENSG00000061938	10188	606994	AR	DEE
NA	TNPO2	ENSG00000105576	30000	603002	AD	DEE
NA	TNRC6A	ENSG00000090905	27327	610739	AD	PME
NA	TPK1	ENSG00000196511	27010	606370	AR	DEE
NA	TPP1	ENSG00000166340	1200	607998	AR	PME
NA	TRA2B	ENSG00000136527	6434	602719	AD	DEE, MCD
NA	TRAF7	ENSG00000131653	84231	606692	AD	DEE
NA	TRAK1	ENSG00000182606	22906	608112	AR	DEE
NA	TRAPPC10	ENSG00000160218	7109	602103	AR	DEE
NA	TRAPPC11	ENSG00000168538	60684	614138	AR	DEE
NA	TRAPPC12	ENSG00000171853	51112	614139	AR	DEE
NA	TRAPPC4	ENSG00000196655	51399	610971	AR	DEE
NA	TRAPPC6B	ENSG00000182400	122553	610397	AR	DEE
NA	TREM2	ENSG00000095970	54209	605086	AR	DEE
NA	TREX1	ENSG00000213689	11277	606609	AR	DEE
NA	TRIM8	ENSG00000171206	81603	606125	AD	DEE
NA	TRIO	ENSG00000038382	7204	601893	AD	DEE
NA	TRIP12	ENSG00000153827	9320	604506	AD	DEE
NA	TRIT1	ENSG00000043514	54802	617840	AR	DEE
NA	TRMT1	ENSG00000104907	55621	611669	AR	DEE
NA	TRMT10A	ENSG00000145331	93587	616013	AR	DEE
NA	TRPM3	ENSG00000083067	80036	608961	AD	DEE
NA	TRPM6	ENSG00000119121	140803	607009	AR	DEE
NA	TRRAP	ENSG00000196367	8295	603015	AD	DEE
NA	TSC1	ENSG00000165699	7248	605284	AD	Focal, MCD
NA	TSC2	ENSG00000103197	7249	191092	AD	Focal, MCD
NA	TSEN15	ENSG00000198860	116461	608756	AR	DEE, MCD
NA	TSEN2	ENSG00000154743	80746	608753	AR	DEE, MCD
NA	TSEN34	ENSG00000170892	79042	608754	AR	DEE, MCD
NA	TSEN54	ENSG00000182173	283989	608755	AR	DEE, MCD
NA	TSFM	ENSG00000123297	10102	604723	AR	DEE
NA	TSPYL1	ENSG00000189241	7259	604714	AR	DEE
NA	TTC5	ENSG00000136319	91875	619014	AR	DEE
NA	TUBA1A	ENSG00000167552	7846	602529	AD	MCD
NA	TUBA8	ENSG00000183785	51807	605742	AR	DEE, MCD
NA	TUBB	ENSG00000196230	203068	191130	AD	DEE, MCD
NA	TUBB2A	ENSG00000137267	7280	615101	AD	DEE, MCD
NA	TUBB2B	ENSG00000137285	347733	612850	AD	MCD
NA	TUBB3	ENSG00000258947	10381	602661	AD	MCD
NA	TUBB4A	ENSG00000104833	10382	602662	AD	MCD
NA	TUBG1	ENSG00000131462	7283	191135	AD	DEE, MCD
NA	TUBGCP2	ENSG00000130640	10844	617817	AR	DEE, MCD
NA	TUBGCP6	ENSG00000128159	85378	610053	AR	DEE
NA	TWNK	ENSG00000107815	56652	606075	AR	DEE
NA	U2AF2	ENSG00000063244	11338	191318	AD	DEE
NA	UBA5	ENSG00000081307	79876	610552	AR	DEE
NA	UBAP2L	ENSG00000143569	9898	616472	AD	DEE
NA	UBE2A	ENSG00000077721	7319	312180	XL	DEE
NA	UBE3A	ENSG00000114062	7337	601623	AD	DEE
NA	UBR7	ENSG00000012963	55148	613816	AR	DEE
NA	UBTF	ENSG00000108312	7343	600673	AD	DEE
NA	UFC1	ENSG00000143222	51506	610554	AR	DEE
NA	UFM1	ENSG00000120686	51569	610553	AR	DEE, MCD
NA	UFSP2	ENSG00000109775	55325	611482	AR	DEE
NA	UGDH	ENSG00000109814	7358	603370	AR	DEE
NA	UGGT1	ENSG00000136731	56886	605897	AD	MCD
NA	UGP2	ENSG00000169764	7360	191760	AR	DEE
NA	UMPS	ENSG00000114491	7372	613891	AR	DEE
NA	UNC13A	ENSG00000130477	23025	609894	AD	DEE
NA	UNC79	ENSG00000133958	57578	616884	AD	GGE, DEE
NA	UNC80	ENSG00000144406	285175	612636	AR	DEE
HGNC:20439	UPF3B	ENSG00000125351	65109	300298	XL	DEE
NA	USP18	ENSG00000184979	11274	607057	AR	DEE
NA	VAMP2	ENSG00000220205	6844	185881	AD	DEE
NA	VARS1	ENSG00000204394	7407	192150	AR	DEE
NA	VARS2	ENSG00000137411	57176	612802	AR	DEE
NA	VLDLR	ENSG00000147852	7436	192977	AR	MCD
NA	VPS11	ENSG00000160695	55823	608549	AR	DEE, MCD
NA	VPS13A	ENSG00000197969	23230	605978	AR	Focal
NA	VPS13D	ENSG00000048707	55187	608877	AR	DEE, MCD
NA	VPS4A	ENSG00000132612	27183	609982	AD	DEE
NA	WAC	ENSG00000095787	51322	615049	AD	DEE
NA	WARS2	ENSG00000116874	10352	604733	AR	DEE
NA	WASF1	ENSG00000112290	8936	605035	AD	DEE
NA	WASHC4	ENSG00000136051	23325	615748	AR	DEE
NA	WDFY3	ENSG00000163625	23001	617485	AD	DEE
NA	WDR26	ENSG00000162923	80232	617424	AD	DEE
NA	WDR37	ENSG00000047056	22884	618586	AD	DEE
NA	WDR45	ENSG00000196998	11152	300526	XL	DEE
NA	WDR45B	ENSG00000141580	56270	609226	AR	DEE
NA	WDR5	ENSG00000196363	11091	609012	AD	DEE
NA	WDR62	ENSG00000075702	284403	613583	AR	MCD
NA	WDR73	ENSG00000177082	84942	616144	AR	DEE
NA	WNK3	ENSG00000196632	65267	300358	XL	DEE
NA	WWOX	ENSG00000186153	51741	605131	AR	DEE, MCD
NA	XPR1	ENSG00000143324	9213	605237	AD	MCD
NA	YEATS2	ENSG00000163872	55689	613373	AD	PME
NA	YIF1B	ENSG00000167645	90522	619109	AR	DEE
NA	YIPF5	ENSG00000145817	81555	611483	AR	DEE
NA	YWHAE	ENSG00000108953	7531	605066	AD	DEE, MCD
NA	YWHAG	ENSG00000170027	7532	605356	AD	DEE
NA	ZBTB18	ENSG00000179456	10472	608433	AD	DEE, MCD
HGNC:24931	ZC4H2	ENSG00000126970	55906	300897	XL	DEE
NA	ZDHHC9	ENSG00000188706	51114	300646	XL	DEE
NA	ZEB2	ENSG00000169554	9839	605802	AD	DEE
NA	ZIC2	ENSG00000043355	7546	603073	AD	DEE, MCD
NA	ZMIZ1	ENSG00000108175	57178	607159	AD	DEE
NA	ZMYND11	ENSG00000015171	10771	608668	AD	DEE, MCD
NA	ZMYND8	ENSG00000101040	23613	615713	AD	DEE
NA	ZNF142	ENSG00000115568	7701	604083	AR	DEE
NA	ZNF148	ENSG00000163848	7707	601897	AD	DEE
NA	ZNF335	ENSG00000198026	63925	610827	AR	DEE
NA	ZNF526	ENSG00000167625	116115	614387	AR	DEE
NA	ZNHIT3	ENSG00000273611	9326	604500	AR	DEE
NA	ZSWIM6	ENSG00000130449	57688	615951	AD	DEE
